seed,evaluation_batch,initial_theta,initial_theta_dot,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,upright,stable_upright,action,torque,reward,evaluation_total_reward
3,0,3.1415927410125732,0.0,0,-0.9999999403953552,-8.742277657347586e-08,0.0,-3.1415925661670117,0,0,0,-2.0,-1.997174859046936,48.59937286376953
3,0,3.1415927410125732,0.0,1,-0.9998874664306641,0.014999454841017723,-0.30000007152557373,3.126592635721893,0,0,0,-2.0,-1.9907729625701904,48.59937286376953
3,0,3.1415927410125732,0.0,2,-0.9990127682685852,0.0444229319691658,-0.5887504816055298,3.097155095907007,0,0,0,-2.0,-1.9823311567306519,48.59937286376953
3,0,3.1415927410125732,0.0,3,-0.9961996674537659,0.087098628282547,-0.8554332852363586,3.0543835212273507,0,0,0,-2.0,-1.968580961227417,48.59937286376953
3,0,3.1415927410125732,0.0,4,-0.9899752140045166,0.14124085009098053,-1.0901093482971191,2.999877928369567,0,0,0,-2.0,-1.9461315870285034,48.59937286376953
3,0,3.1415927410125732,0.0,5,-0.9788724780082703,0.2044714242219925,-1.2841787338256836,2.9356689497605455,0,0,0,-2.0,-1.9122077226638794,48.59937286376953
3,0,3.1415927410125732,0.0,6,-0.9617528915405273,0.273918479681015,-1.430825114250183,2.8641276559070814,0,0,0,-2.0,-1.8653044700622559,48.59937286376953
3,0,3.1415927410125732,0.0,7,-0.9380856156349182,0.3464033901691437,-1.5253862142562866,2.787858253225089,0,0,0,-2.0,-1.805619716644287,48.59937286376953
3,0,3.1415927410125732,0.0,8,-0.9081244468688965,0.41870027780532837,-1.5655837059020996,2.70957900712958,0,0,5,0.5,-1.748551845550537,48.59937286376953
3,0,3.1415927410125732,0.0,9,-0.8819364309310913,0.4713682234287262,-1.176558494567871,2.650751097517472,0,0,5,0.5,-1.7145323753356934,48.59937286376953
3,0,3.1415927410125732,0.0,10,-0.8636938333511353,0.5040167570114136,-0.7480323314666748,2.6133494623004063,0,0,6,2.0,-1.7261464595794678,48.59937286376953
3,0,3.1415927410125732,0.0,11,-0.8619239926338196,0.5070374011993408,-0.07001978158950806,2.6098485137047716,0,0,6,2.0,-1.776963472366333,48.59937286376953
