seed,evaluation_batch,initial_theta,initial_theta_dot,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,upright,stable_upright,action,torque,reward,evaluation_total_reward
6,0,3.1415927410125732,0.0,0,-0.9999999403953552,-8.742277657347586e-08,0.0,-3.1415925661670117,0,0,6,2.0,-1.997174859046936,1906.2628173828125
6,0,3.1415927410125732,0.0,1,-0.9998874664306641,-0.014999628998339176,0.2999999225139618,-3.126592461584158,0,0,6,2.0,-1.9907729625701904,1906.2628173828125
6,0,3.1415927410125732,0.0,2,-0.9990127682685852,-0.04442310705780983,0.5887501835823059,-3.0971549209912017,0,0,6,2.0,-1.9823311567306519,1906.2628173828125
6,0,3.1415927410125732,0.0,3,-0.9961996674537659,-0.08709880709648132,0.8554328680038452,-3.0543833430929626,0,0,6,2.0,-1.968581199645996,1906.2628173828125
6,0,3.1415927410125732,0.0,4,-0.9899752140045166,-0.14124079048633575,1.0901087522506714,-2.9998779873766943,0,0,6,2.0,-1.946131706237793,1906.2628173828125
6,0,3.1415927410125732,0.0,5,-0.978872537612915,-0.20447136461734772,1.2841781377792358,-2.935669020293343,0,0,6,2.0,-1.912207841873169,1906.2628173828125
6,0,3.1415927410125732,0.0,6,-0.9617528915405273,-0.27391842007637024,1.430824637413025,-2.864127713232024,0,0,6,2.0,-1.8653045892715454,1906.2628173828125
6,0,3.1415927410125732,0.0,7,-0.9380856156349182,-0.3464033305644989,1.525385856628418,-2.7878583091393536,0,0,6,2.0,-1.8056198358535767,1906.2628173828125
6,0,3.1415927410125732,0.0,8,-0.9081244468688965,-0.4187002182006836,1.565583348274231,-2.70957906125802,0,0,6,2.0,-1.7351722717285156,1906.2628173828125
6,0,3.1415927410125732,0.0,9,-0.8729438781738281,-0.4878205955028534,1.5515581369400024,-2.6320012473004115,0,0,6,2.0,-1.6575950384140015,1906.2628173828125
6,0,3.1415927410125732,0.0,10,-0.8343322277069092,-0.5512619018554688,1.4856927394866943,-2.557716684586213,0,0,6,2.0,-1.577675461769104,1906.2628173828125
6,0,3.1415927410125732,0.0,11,-0.7945753931999207,-0.6071653962135315,1.372246265411377,-2.4891043421967685,0,0,6,2.0,-1.5007575750350952,1906.2628173828125
6,0,3.1415927410125732,0.0,12,-0.7561857104301453,-0.6543570160865784,1.216872215270996,-2.428260616248111,0,0,2,-0.1,-1.4521832466125488,1906.2628173828125
6,0,3.1415927410125732,0.0,13,-0.7324469685554504,-0.6808240413665771,0.7111044526100159,-2.3927055245539064,0,0,2,-0.1,-1.4479199647903442,1906.2628173828125
6,0,3.1415927410125732,0.0,14,-0.7261013984680176,-0.687587559223175,0.18548643589019775,-2.383431255991522,0,0,0,-2.0,-1.51853346824646,1906.2628173828125
6,0,3.1415927410125732,0.0,15,-0.7474033236503601,-0.6643704771995544,-0.6302042007446289,-2.414941368444775,0,0,0,-2.0,-1.6459366083145142,1906.2628173828125
6,0,3.1415927410125732,0.0,16,-0.7929094433784485,-0.6093394160270691,-1.4284820556640625,-2.4863654087437554,0,0,0,-2.0,-1.8156665563583374,1906.2628173828125
6,0,3.1415927410125732,0.0,17,-0.8546328544616699,-0.5192326307296753,-2.1854865550994873,-2.595639793061455,0,0,0,-2.0,-1.9989224672317505,1906.2628173828125
6,0,3.1415927410125732,0.0,18,-0.9201991558074951,-0.3914503753185272,-2.874911069869995,-2.739385409722758,0,0,0,-2.0,-2.1589040756225586,1906.2628173828125
6,0,3.1415927410125732,0.0,19,-0.9739432334899902,-0.22679167985916138,-3.468498945236206,-2.91281038304809,0,0,0,-2.0,-2.256575107574463,1906.2628173828125
6,0,3.1415927410125732,0.0,20,-0.9994927048683167,-0.03184718266129494,-3.9385926723480225,-3.109740083574235,0,0,0,-2.0,-2.0782082080841064,1906.2628173828125
6,0,3.1415927410125732,0.0,21,-0.9836152791976929,0.18028010427951813,-4.262477874755859,2.9603214335244212,0,0,0,-2.0,-1.9293891191482544,1906.2628173828125
6,0,3.1415927410125732,0.0,22,-0.9200318455696106,0.3918435275554657,-4.427268028259277,2.7389581376614123,0,0,0,-2.0,-1.712454915046692,1906.2628173828125
6,0,3.1415927410125732,0.0,23,-0.8113702535629272,0.5845324397087097,-4.433385372161865,2.517288925640799,0,0,0,-2.0,-1.4174296855926514,1906.2628173828125
6,0,3.1415927410125732,0.0,24,-0.6681676506996155,0.7440106868743896,-4.294986248016357,2.3025396223364183,0,0,0,-2.0,-1.0769315958023071,1906.2628173828125
6,0,3.1415927410125732,0.0,25,-0.5054420828819275,0.8628605008125305,-4.036978244781494,2.100690577668475,0,0,3,0.0,-0.7354658246040344,1906.2628173828125
6,0,3.1415927410125732,0.0,26,-0.3526510000228882,0.9357548952102661,-3.3898329734802246,1.931198939360151,0,0,3,0.0,-0.453219473361969,1906.2628173828125
6,0,3.1415927410125732,0.0,27,-0.22408276796340942,0.974570095539093,-2.688016891479492,1.7967981000317943,0,0,3,0.0,-0.24496838450431824,1906.2628173828125
6,0,3.1415927410125732,0.0,28,-0.12779682874679565,0.9918003082275391,-1.9570893049240112,1.6989436085404719,0,0,3,0.0,-0.11925685405731201,1906.2628173828125
6,0,3.1415927410125732,0.0,29,-0.067434161901474,0.9977236986160278,-1.213239073753357,1.6382817033942945,0,0,5,0.5,-0.08796130865812302,1906.2628173828125
