seed,evaluation_batch,initial_theta,initial_theta_dot,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,upright,stable_upright,action,torque,reward,evaluation_total_reward
10,0,3.1415927410125732,0.0,0,-0.9999999403953552,-8.742277657347586e-08,0.0,-3.1415925661670117,0,0,6,2.0,-1.997174859046936,672.5281372070312
10,0,3.1415927410125732,0.0,1,-0.9998874664306641,-0.014999628998339176,0.2999999225139618,-3.126592461584158,0,0,6,2.0,-1.9907729625701904,672.5281372070312
10,0,3.1415927410125732,0.0,2,-0.9990127682685852,-0.04442310705780983,0.5887501835823059,-3.0971549209912017,0,0,6,2.0,-1.9823311567306519,672.5281372070312
10,0,3.1415927410125732,0.0,3,-0.9961996674537659,-0.08709880709648132,0.8554328680038452,-3.0543833430929626,0,0,6,2.0,-1.968581199645996,672.5281372070312
10,0,3.1415927410125732,0.0,4,-0.9899752140045166,-0.14124079048633575,1.0901087522506714,-2.9998779873766943,0,0,4,0.1,-1.948387622833252,672.5281372070312
10,0,3.1415927410125732,0.0,5,-0.9816867709159851,-0.1905021071434021,0.9991781711578369,-2.9499190555372525,0,0,4,0.1,-1.9307366609573364,672.5281372070312
10,0,3.1415927410125732,0.0,6,-0.9724587202072144,-0.23307505249977112,0.8713015913963318,-2.9063540141184254,0,0,4,0.1,-1.9143922328948975,672.5281372070312
10,0,3.1415927410125732,0.0,7,-0.9635536074638367,-0.2675151824951172,0.7114952802658081,-2.8707793442913063,0,0,4,0.1,-1.9020040035247803,672.5281372070312
10,0,3.1415927410125732,0.0,8,-0.9561876058578491,-0.29275456070899963,0.5258588790893555,-2.844486302357663,0,0,0,-2.0,-1.9160338640213013,672.5281372070312
10,0,3.1415927410125732,0.0,9,-0.9560953974723816,-0.2930554747581482,0.006292939186096191,-2.8441715776256724,0,0,0,-2.0,-1.946081519126892,672.5281372070312
10,0,3.1415927410125732,0.0,10,-0.9633036255836487,-0.2684139907360077,-0.5134986639022827,-2.8698464202254206,0,0,0,-2.0,-1.9910235404968262,672.5281372070312
10,0,3.1415927410125732,0.0,11,-0.9756774306297302,-0.21921102702617645,-1.0148091316223145,-2.92058688917636,0,0,0,-2.0,-2.0412778854370117,672.5281372070312
10,0,3.1415927410125732,0.0,12,-0.9892083406448364,-0.1465156376361847,-1.4792174100875854,-2.9945476800231736,0,0,0,-2.0,-2.0841495990753174,672.5281372070312
10,0,3.1415927410125732,0.0,13,-0.9986174702644348,-0.05256550386548042,-1.8891041278839111,-3.0890029115839877,0,0,0,-2.0,-2.047079086303711,672.5281372070312
10,0,3.1415927410125732,0.0,14,-0.9982696175575256,0.05880266800522804,-2.2285282611846924,3.0827560447250626,0,0,0,-2.0,-1.97019624710083,672.5281372070312
10,0,3.1415927410125732,0.0,15,-0.9832916259765625,0.18203724920749664,-2.484426259994507,2.958534729662742,0,0,0,-2.0,-1.909227967262268,672.5281372070312
