seed,evaluation_batch,initial_theta,initial_theta_dot,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,upright,stable_upright,action,torque,reward,evaluation_total_reward
4,0,3.1415927410125732,0.0,0,-0.9999999403953552,-8.742277657347586e-08,0.0,-3.1415925661670117,0,0,0,-2.0,-1.997174859046936,1909.552734375
4,0,3.1415927410125732,0.0,1,-0.9998874664306641,0.014999454841017723,-0.30000007152557373,3.126592635721893,0,0,0,-2.0,-1.9907729625701904,1909.552734375
4,0,3.1415927410125732,0.0,2,-0.9990127682685852,0.0444229319691658,-0.5887504816055298,3.097155095907007,0,0,0,-2.0,-1.9823311567306519,1909.552734375
4,0,3.1415927410125732,0.0,3,-0.9961996674537659,0.087098628282547,-0.8554332852363586,3.0543835212273507,0,0,0,-2.0,-1.968580961227417,1909.552734375
4,0,3.1415927410125732,0.0,4,-0.9899752140045166,0.14124085009098053,-1.0901093482971191,2.999877928369567,0,0,0,-2.0,-1.9461315870285034,1909.552734375
4,0,3.1415927410125732,0.0,5,-0.9788724780082703,0.2044714242219925,-1.2841787338256836,2.9356689497605455,0,0,0,-2.0,-1.9122077226638794,1909.552734375
4,0,3.1415927410125732,0.0,6,-0.9617528915405273,0.273918479681015,-1.430825114250183,2.8641276559070814,0,0,0,-2.0,-1.8653044700622559,1909.552734375
4,0,3.1415927410125732,0.0,7,-0.9380856156349182,0.3464033901691437,-1.5253862142562866,2.787858253225089,0,0,0,-2.0,-1.805619716644287,1909.552734375
4,0,3.1415927410125732,0.0,8,-0.9081244468688965,0.41870027780532837,-1.5655837059020996,2.70957900712958,0,0,0,-2.0,-1.7351720333099365,1909.552734375
4,0,3.1415927410125732,0.0,9,-0.8729438185691833,0.48782065510749817,-1.551558494567871,2.6320011661925222,0,0,0,-2.0,-1.6575947999954224,1909.552734375
4,0,3.1415927410125732,0.0,10,-0.8343321681022644,0.5512619614601135,-1.4856929779052734,2.557716601998362,0,0,0,-2.0,-1.5776751041412354,1909.552734375
4,0,3.1415927410125732,0.0,11,-0.7945753335952759,0.6071654558181763,-1.372246503829956,2.489104258646495,0,0,0,-2.0,-1.5007572174072266,1909.552734375
4,0,3.1415927410125732,0.0,12,-0.7561856508255005,0.6543570160865784,-1.2168724536895752,2.4282605772453896,0,0,0,-2.0,-1.432142972946167,1909.552734375
4,0,3.1415927410125732,0.0,13,-0.7216333746910095,0.69227534532547,-1.0261046886444092,2.3769552443848356,0,0,0,-2.0,-1.3765861988067627,1909.552734375
4,0,3.1415927410125732,0.0,14,-0.6931239366531372,0.7208183407783508,-0.8068981766700745,2.3366103361233943,0,0,6,2.0,-1.3935304880142212,1909.552734375
4,0,3.1415927410125732,0.0,15,-0.6943381428718567,0.7196488380432129,0.03371560573577881,2.3382961695601034,0,0,6,2.0,-1.4836554527282715,1909.552734375
4,0,3.1415927410125732,0.0,16,-0.7250950336456299,0.6886487603187561,0.8734522461891174,2.3819687518036714,0,0,6,2.0,-1.6360626220703125,1909.552734375
4,0,3.1415927410125732,0.0,17,-0.7806276082992554,0.6249963641166687,1.6899387836456299,2.466465745475627,0,0,6,2.0,-1.8286713361740112,1909.552734375
